Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1985-03-06,0.0,0.23245428645565905,0.2259976416826248,0.22599764168262482,496000,0.0,0.0
1985-03-07,0.0,0.22922592527646993,0.21954013407230377,0.21954013407230377,531200,0.0,0.0
1985-03-08,0.0,0.22922592527646993,0.21954013407230377,0.21954013407230377,19200,0.0,0.0
1985-03-11,0.0,0.2259976132351208,0.21631179749965668,0.21631179749965668,246400,0.0,0.0
1985-03-12,0.0,0.2259976132351208,0.21631179749965668,0.21631179749965668,4275200,0.0,0.0
1985-03-13,0.0,0.21631183729190623,0.20985437929630277,0.2098543792963028,486400,0.0,0.0
1985-03-14,0.0,0.21308346383100307,0.20662598311901093,0.20662598311901093,195200,0.0,0.0
1985-03-15,0.0,0.20985431705135227,0.20662598311901093,0.20662598311901093,124800,0.0,0.0
1985-03-18,0.0,0.20662602915087108,0.2001693844795227,0.2001693844795227,153600,0.0,0.0
1985-03-19,0.0,0.20662602915087108,0.2001693844795227,0.2001693844795227,604800,0.0,0.0
1985-03-20,0.0,0.20662602915087108,0.2001693844795227,0.2001693844795227,547200,0.0,0.0
1985-03-21,0.0,0.20662602915087108,0.2001693844795227,0.2001693844795227,204800,0.0,0.0
1985-03-22,0.0,0.20662602915087108,0.2001693844795227,0.2001693844795227,192000,0.0,0.0
1985-03-25,0.0,0.20662602915087108,0.2001693844795227,0.2001693844795227,355200,0.0,0.0
1985-03-26,0.0,0.2033977068151969,0.2001693844795227,0.2001693844795227,300800,0.0,0.0
1985-03-27,0.0,0.20339771061420206,0.19694022834300995,0.19694022834300995,76800,0.0,0.0
1985-03-28,0.0,0.20339771061420206,0.19694022834300995,0.19694022834300995,96000,0.0,0.0
1985-03-29,0.0,0.2001694197626648,0.19371193647384644,0.19371193647384644,144000,0.0,0.0
1985-04-01,0.0,0.19371192361039766,0.1872552782297134,0.18725527822971344,838400,0.0,0.0
1985-04-02,0.0,0.18079774090991613,0.1743410974740982,0.1743410974740982,384000,0.0,0.0
1985-04-03,0.0,0.17756941919200717,0.1743410974740982,0.1743410974740982,835200,0.0,0.0
1985-04-04,0.0,0.16465540992292563,0.15819792449474335,0.15819792449474335,1017600,0.0,0.0
1985-04-08,0.15819792449474335,0.15819792449474335,0.15819792449474335,0.15819792449474335,0,0.0,0.0
1985-04-09,0.0,0.1581977899412538,0.1549694687128067,0.1549694687128067,416000,0.0,0.0
1985-04-10,0.0,0.15819783608499705,0.15174119174480438,0.15174119174480438,1862400,0.0,0.0
1985-04-11,0.0,0.17434113164913337,0.16788364946842194,0.16788364946842194,1139200,0.0,0.0
1985-04-12,0.0,0.19371184942857445,0.18402604758739471,0.18402604758739471,512000,0.0,0.0
1985-04-15,0.0,0.18725522172864423,0.18079774081707,0.18079774081707,761600,0.0,0.0
1985-04-16,0.0,0.19048360092005553,0.1872552782297134,0.18725527822971344,1414400,0.0,0.0
1985-04-17,0.0,0.1969401990285924,0.19048355519771576,0.19048355519771576,816000,0.0,0.0
1985-04-18,0.0,0.1969401990285924,0.19048355519771576,0.19048355519771576,332800,0.0,0.0
1985-04-19,0.0,0.1969401990285924,0.19048355519771576,0.19048355519771576,89600,0.0,0.0
1985-04-22,0.0,0.2033977068151969,0.2001693844795227,0.2001693844795227,6096000,0.0,0.0
1985-04-23,0.0,0.2130834949948803,0.2033976912498474,0.2033976912498474,364800,0.0,0.0
1985-04-24,0.0,0.22599761557871081,0.21954013407230377,0.21954013407230377,691200,0.0,0.0
1985-04-25,0.0,0.23891185912880528,0.23245437443256375,0.23245437443256378,2662400,0.0,0.0
1985-04-26,0.0,0.23568260244387904,0.22922593355178833,0.22922593355178833,1532800,0.0,0.0
1985-04-29,0.0,0.23245428645565905,0.2259976416826248,0.22599764168262482,1600000,0.0,0.0
1985-04-30,0.0,0.23245426194664726,0.22276847064495087,0.22276847064495087,393600,0.0,0.0
1985-05-01,0.0,0.22599761785437472,0.22276847064495087,0.22276847064495087,400000,0.0,0.0
1985-05-02,0.0,0.22922592758464103,0.22276847064495087,0.22276847064495087,540800,0.0,0.0
1985-05-03,0.0,0.23245428645565905,0.2259976416826248,0.22599764168262482,368000,0.0,0.0
1985-05-06,0.0,0.23245428645565905,0.2259976416826248,0.22599764168262482,329600,0.0,0.0
1985-05-07,0.0,0.23245428645565905,0.2259976416826248,0.22599764168262482,208000,0.0,0.0
1985-05-08,0.0,0.23245428645565905,0.2259976416826248,0.22599764168262482,387200,0.0,0.0
1985-05-09,0.0,0.23568262115804745,0.2259976416826248,0.22599764168262482,1993600,0.0,0.0
1985-05-10,0.0,0.23568262115804745,0.2259976416826248,0.22599764168262482,435200,0.0,0.0
1985-05-13,0.0,0.23568260244387904,0.22922593355178833,0.22922593355178833,137600,0.0,0.0
1985-05-14,0.0,0.23245426799783367,0.22922593355178833,0.22922593355178833,150400,0.0,0.0
1985-05-15,0.0,0.23245428645565905,0.2259976416826248,0.22599764168262482,675200,0.0,0.0
1985-05-16,0.0,0.23245428645565905,0.2259976416826248,0.22599764168262482,163200,0.0,0.0
1985-05-17,0.0,0.23245428645565905,0.2259976416826248,0.22599764168262482,387200,0.0,0.0
1985-05-20,0.0,0.23568260244387904,0.22922593355178833,0.22922593355178833,425600,0.0,0.0
1985-05-21,0.0,0.25182584494435956,0.2485966980457306,0.2485966980457306,2787200,0.0,0.0
1985-05-22,0.0,0.25505411844365655,0.25182580947875977,0.25182580947875977,1788800,0.0,0.0
1985-05-23,0.0,0.2679683059723691,0.26151084899902344,0.26151084899902344,1129600,0.0,0.0
1985-05-24,0.0,0.2744249655462885,0.2679682970046997,0.2679682970046997,1433600,0.0,0.0
1985-05-28,0.0,0.2679683059723691,0.26151084899902344,0.26151084899902344,723200,0.0,0.0
1985-05-29,0.0,0.2679683059723691,0.26151084899902344,0.26151084899902344,233600,0.0,0.0
1985-05-30,0.0,0.27119675633082896,0.26474010944366455,0.26474010944366455,384000,0.0,0.0
1985-05-31,0.0,0.27119675633082896,0.26474010944366455,0.26474010944366455,412800,0.0,0.0
1985-06-03,0.0,0.28733915120511266,0.27765417098999023,0.27765417098999023,2524800,0.0,0.0
1985-06-04,0.0,0.29056832883600836,0.2873391807079315,0.2873391807079315,1529600,0.0,0.0
1985-06-05,0.0,0.30348232390808866,0.29379650950431824,0.29379650950431824,1433600,0.0,0.0
1985-06-06,0.0,0.2905682665550351,0.28411078453063965,0.28411078453063965,1891200,0.0,0.0
1985-06-07,0.0,0.2905682665550351,0.28411078453063965,0.28411078453063965,1001600,0.0,0.0
1985-06-10,0.0,0.300253177208639,0.29379650950431824,0.29379650950431824,1088000,0.0,0.0
1985-06-11,0.0,0.29379663948468937,0.2873391807079315,0.2873391807079315,857600,0.0,0.0
1985-06-12,0.0,0.3067108213461363,0.30025336146354675,0.30025336146354675,515200,0.0,0.0
1985-06-13,0.0,0.3067108213461363,0.30025336146354675,0.30025336146354675,1315200,0.0,0.0
1985-06-14,0.0,0.30348251014461114,0.30025336146354675,0.30025336146354675,617600,0.0,0.0
1985-06-17,0.0,0.3034823266877202,0.29702484607696533,0.29702484607696533,512000,0.0,0.0
1985-06-18,0.0,0.2937965765117538,0.28411078453063965,0.28411078453063965,969600,0.0,0.0
1985-06-19,0.0,0.2873389951397388,0.280882328748703,0.280882328748703,252800,0.0,0.0
1985-06-20,0.0,0.27442490756136195,0.271196573972702,0.271196573972702,649600,0.0,0.0
1985-06-21,0.0,0.28088248130720145,0.27765417098999023,0.27765417098999023,428800,0.0,0.0
1985-06-24,0.0,0.2776540539972448,0.271196573972702,0.271196573972702,236800,0.0,0.0
1985-06-25,0.0,0.27765405701634444,0.2744249105453491,0.2744249105453491,198400,0.0,0.0
1985-06-26,0.0,0.28411081625615703,0.27765417098999023,0.27765417098999023,515200,0.0,0.0
1985-06-27,0.0,0.2873389951397388,0.280882328748703,0.280882328748703,198400,0.0,0.0
1985-06-28,0.0,0.29702499818378286,0.29056835174560547,0.29056835174560547,259200,0.0,0.0
1985-07-01,0.0,0.2937965765117538,0.28411078453063965,0.28411078453063965,140800,0.0,0.0
1985-07-02,0.0,0.300253177208639,0.29379650950431824,0.29379650950431824,732800,0.0,0.0
1985-07-03,0.0,0.29702497476511736,0.2873391807079315,0.2873391807079315,444800,0.0,0.0
1985-07-05,0.0,0.2905682665550351,0.28411078453063965,0.28411078453063965,92800,0.0,0.0
1985-07-08,0.0,0.28411081625615703,0.27765417098999023,0.27765417098999023,396800,0.0,0.0
1985-07-09,0.0,0.28088236600837374,0.2744249105453491,0.2744249105453491,256000,0.0,0.0
1985-07-10,0.0,0.2776540539972448,0.271196573972702,0.271196573972702,217600,0.0,0.0
1985-07-11,0.0,0.29056814118238067,0.280882328748703,0.280882328748703,326400,0.0,0.0
1985-07-12,0.0,0.29379663948468937,0.2873391807079315,0.2873391807079315,963200,0.0,0.0
1985-07-15,0.0,0.29702497476511736,0.2873391807079315,0.2873391807079315,617600,0.0,0.0
1985-07-16,0.0,0.300253177208639,0.29379650950431824,0.29379650950431824,716800,0.0,0.0
1985-07-17,0.0,0.3099391571794126,0.30025336146354675,0.30025336146354675,755200,0.0,0.0
1985-07-18,0.0,0.3067108213461363,0.30025336146354675,0.30025336146354675,432000,0.0,0.0
1985-07-19,0.0,0.31316735916694677,0.30671069025993347,0.30671069025993347,988800,0.0,0.0
1985-07-22,0.0,0.31316727096992736,0.3099389374256134,0.3099389374256134,726400,0.0,0.0
1985-07-23,0.0,0.30993902782980143,0.30348238348960876,0.30348238348960876,1020800,0.0,0.0
1985-07-24,0.0,0.3099391571794126,0.30025336146354675,0.30025336146354675,467200,0.0,0.0
1985-07-25,0.0,0.30993902782980143,0.30348238348960876,0.30348238348960876,355200,0.0,0.0
1985-07-26,0.0,0.30993902782980143,0.30348238348960876,0.30348238348960876,252800,0.0,0.0
1985-07-29,0.0,0.3067108213461363,0.30025336146354675,0.30025336146354675,566400,0.0,0.0
1985-07-30,0.0,0.3067108213461363,0.30025336146354675,0.30025336146354675,355200,0.0,0.0
1985-07-31,0.0,0.3067108213461363,0.30025336146354675,0.30025336146354675,262400,0.0,0.0
1985-08-01,0.0,0.3067108213461363,0.30025336146354675,0.30025336146354675,409600,0.0,0.0
1985-08-02,0.0,0.3067108213461363,0.30025336146354675,0.30025336146354675,179200,0.0,0.0
1985-08-05,0.0,0.3034823266877202,0.29702484607696533,0.29702484607696533,252800,0.0,0.0
1985-08-06,0.0,0.29702499818378286,0.29056835174560547,0.29056835174560547,342400,0.0,0.0
1985-08-07,0.0,0.2615107856369183,0.25182580947875977,0.25182580947875977,1219200,0.0,0.0
1985-08-08,0.0,0.26151075283002595,0.2550540864467621,0.2550540864467621,665600,0.0,0.0
1985-08-09,0.0,0.26151075283002595,0.2550540864467621,0.2550540864467621,438400,0.0,0.0
1985-08-12,0.0,0.26473989886878085,0.2550540864467621,0.2550540864467621,268800,0.0,0.0
1985-08-13,0.0,0.25182591882325844,0.24536843597888947,0.24536843597888947,764800,0.0,0.0
1985-08-14,0.0,0.25505411844365655,0.25182580947875977,0.25182580947875977,259200,0.0,0.0
1985-08-15,0.0,0.25505415436391154,0.2485966980457306,0.2485966980457306,124800,0.0,0.0
1985-08-16,0.0,0.25505415436391154,0.2485966980457306,0.2485966980457306,105600,0.0,0.0
1985-08-19,0.0,0.2421399973122934,0.2389116883277893,0.2389116883277893,1139200,0.0,0.0
1985-08-20,0.0,0.24536833092853175,0.2389116883277893,0.2389116883277893,1529600,0.0,0.0
1985-08-21,0.0,0.28088236600837374,0.2744249105453491,0.2744249105453491,1056000,0.0,0.0
1985-08-22,0.0,0.28088236600837374,0.2744249105453491,0.2744249105453491,662400,0.0,0.0
1985-08-23,0.0,0.2776540539972448,0.271196573972702,0.271196573972702,368000,0.0,0.0
1985-08-26,0.0,0.2776540539972448,0.271196573972702,0.271196573972702,812800,0.0,0.0
1985-08-27,0.0,0.27442490756136195,0.271196573972702,0.271196573972702,1225600,0.0,0.0
1985-08-28,0.0,0.2744249655462885,0.2679682970046997,0.2679682970046997,1104000,0.0,0.0
1985-08-29,0.0,0.2744249655462885,0.2679682970046997,0.2679682970046997,915200,0.0,0.0
1985-08-30,0.0,0.27442490756136195,0.271196573972702,0.271196573972702,64000,0.0,0.0
1985-09-03,0.0,0.27119664035120106,0.26151084899902344,0.26151084899902344,880000,0.0,0.0
1985-09-04,0.0,0.26473989886878085,0.2550540864467621,0.2550540864467621,860800,0.0,0.0
1985-09-05,0.0,0.25828241963839405,0.24859663184810626,0.2550540864467621,524800,0.0,0.0
1985-09-06,0.0,0.2582826316356659,0.2485968358953187,0.2582826316356659,793600,0.0,0.0
1985-09-09,0.0,0.25828241963839405,0.24859663184810626,0.2550540864467621,278400,0.0,0.0
1985-09-10,0.0,0.25505411844365655,0.24859666303490394,0.25182580947875977,156800,0.0,0.0
1985-09-11,0.0,0.25182591882325844,0.24536843597888947,0.24536843597888947,176000,0.0,0.0
1985-09-12,0.0,0.24536839399771332,0.21954014199795402,0.22922593355178833,1424000,0.0,0.0
1985-09-13,0.0,0.23245428645565905,0.2259976416826248,0.22599764168262482,1955200,0.0,0.0
1985-09-16,0.0,0.23245428645565905,0.2259976416826248,0.22599764168262482,272000,0.0,0.0
1985-09-17,0.0,0.24214001799309245,0.23245422810163366,0.23568256199359894,1795200,0.0,0.0
1985-09-18,0.0,0.24859663167454774,0.2356825107016441,0.24213996529579163,361600,0.0,0.0
1985-09-19,0.0,0.24859663167454774,0.23891165673814455,0.24213996529579163,1446400,0.0,0.0
1985-09-20,0.0,0.24214001799309245,0.22922589420966838,0.23568256199359894,1280000,0.0,0.0
1985-09-23,0.0,0.23245437443256375,0.20662611060672334,0.23245437443256378,3734400,0.0,0.0
1985-09-24,0.0,0.24214005081013484,0.21954013407230377,0.21954013407230377,1504000,0.0,0.0
1985-09-25,0.0,0.2259976132351208,0.209854340691953,0.21631179749965668,1097600,0.0,0.0
1985-09-26,0.0,0.2195401317956777,0.209854340691953,0.21631179749965668,752000,0.0,0.0
1985-09-30,0.0,0.2163118213212553,0.2001693844795227,0.2001693844795227,1606400,0.0,0.0
1985-10-01,0.0,0.20985437929630277,0.20016939925835148,0.2098543792963028,1635200,0.0,0.0
1985-10-02,0.0,0.2098543477429604,0.2033976912498474,0.2033976912498474,764800,0.0,0.0
1985-10-03,0.0,0.2259976416826248,0.20662603240503027,0.22599764168262482,2150400,0.0,0.0
1985-10-04,0.0,0.23891170873286352,0.22599758494943942,0.23568256199359894,2419200,0.0,0.0
1985-10-07,0.0,0.2453682984851697,0.2356825107016441,0.24213996529579163,780800,0.0,0.0
1985-10-08,0.0,0.2421399973122934,0.22922587463184438,0.2389116883277893,1142400,0.0,0.0
1985-10-09,0.0,0.25182584494435956,0.23245423957368097,0.2485966980457306,1708800,0.0,0.0
1985-10-10,0.0,0.2679683059723691,0.2518258704942677,0.26151084899902344,2864000,0.0,0.0
1985-10-11,0.0,0.2647399962252772,0.25505418024135956,0.26151084899902344,569600,0.0,0.0
1985-10-14,0.0,0.2744249105453491,0.2582824542110339,0.2744249105453491,419200,0.0,0.0
1985-10-15,0.0,0.2808824317033787,0.26151084899902344,0.26151084899902344,2118400,0.0,0.0
1985-10-16,0.0,0.2711966312754941,0.258282505976661,0.2679682970046997,1926400,0.0,0.0
1985-10-17,0.0,0.2711966312754941,0.2679682970046997,0.2679682970046997,1948800,0.0,0.0
1985-10-18,0.0,0.2744249655462885,0.26151084024745547,0.2679682970046997,3267200,0.0,0.0
1985-10-21,0.0,0.2679683059723691,0.26151084899902344,0.26151084899902344,150400,0.0,0.0
1985-10-22,0.0,0.2679682970046997,0.26151084024745547,0.2679682970046997,1244800,0.0,0.0
1985-10-23,0.0,0.2679683059723691,0.26151084899902344,0.26151084899902344,1190400,0.0,0.0
1985-10-24,0.0,0.26796842057137144,0.25828262507697997,0.26474010944366455,812800,0.0,0.0
1985-10-25,0.0,0.26474010944366455,0.25828262507697997,0.26474010944366455,153600,0.0,0.0
1985-10-28,0.0,0.26474010944366455,0.25828262507697997,0.26474010944366455,294400,0.0,0.0
1985-10-29,0.0,0.26474010944366455,0.25828262507697997,0.26474010944366455,396800,0.0,0.0
1985-10-30,0.0,0.26474010944366455,0.2615109608364375,0.26474010944366455,387200,0.0,0.0
1985-10-31,0.0,0.2647399693651196,0.2485966980457306,0.2485966980457306,736000,0.0,0.0
1985-11-01,0.0,0.2550540864467621,0.24859663184810626,0.2550540864467621,646400,0.0,0.0
1985-11-04,0.0,0.26151075283002595,0.2550540864467621,0.2550540864467621,278400,0.0,0.0
1985-11-05,0.0,0.2582824884152011,0.2485966980457306,0.2485966980457306,3846400,0.0,0.0
1985-11-06,0.0,0.25182580947875977,0.24859666303490394,0.25182580947875977,1782400,0.0,0.0
1985-11-07,0.0,0.248596770977285,0.23891179061384318,0.24536843597888947,2124800,0.0,0.0
1985-11-08,0.0,0.25182584494435956,0.24214002994315148,0.2485966980457306,569600,0.0,0.0
1985-11-11,0.0,0.2550540864467621,0.24859663184810626,0.2550540864467621,1126400,0.0,0.0
1985-11-12,0.0,0.25828241963839405,0.25182577788686117,0.2550540864467621,1225600,0.0,0.0
1985-11-13,0.0,0.2582825641883047,0.24536843597888947,0.24536843597888947,224000,0.0,0.0
1985-11-14,0.0,0.25182580947875977,0.24536832943827305,0.25182580947875977,864000,0.0,0.0
1985-11-15,0.0,0.25182580947875977,0.24536832943827305,0.25182580947875977,323200,0.0,0.0
1985-11-18,0.0,0.25182580947875977,0.24536832943827305,0.25182580947875977,1878400,0.0,0.0
1985-11-19,0.0,0.25182584494435956,0.24536836399444104,0.2485966980457306,272000,0.0,0.0
1985-11-20,0.0,0.25182580947875977,0.24213999584164217,0.25182580947875977,246400,0.0,0.0
1985-11-21,0.0,0.25182580947875977,0.24859666303490394,0.25182580947875977,547200,0.0,0.0
1985-11-22,0.0,0.25182591882325844,0.23245430776947423,0.24536843597888947,1392000,0.0,0.0
1985-11-25,0.0,0.24859663167454774,0.23891165673814455,0.24213996529579163,320000,0.0,0.0
1985-11-26,0.0,0.2550540864467621,0.23891165690494146,0.2550540864467621,832000,0.0,0.0
1985-11-27,0.0,0.261510967477102,0.2518259845845449,0.2582826316356659,1420800,0.0,0.0
1985-11-29,0.0,0.261510967477102,0.2518259845845449,0.2582826316356659,211200,0.0,0.0
