Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1984-10-17,0.0,0.12268458575145345,0.11945542693138124,0.11945542693138123,9868800,0.0,0.0
1984-10-18,0.0,0.12914128050768628,0.12268463522195816,0.12268463522195816,5324800,0.0,0.0
1984-10-19,0.0,0.12268458575145345,0.11945542693138124,0.11945542693138123,3043200,0.0,0.0
1984-10-22,0.0,0.12268458575145345,0.11945542693138124,0.11945542693138123,2326400,0.0,0.0
1984-10-23,0.0,0.11945551082462122,0.11622718721628188,0.11622718721628189,787200,0.0,0.0
1984-10-24,0.0,0.12268458575145345,0.11945542693138124,0.11945542693138123,230400,0.0,0.0
1984-10-25,0.0,0.1226846719125234,0.11622718721628188,0.11622718721628189,1587200,0.0,0.0
1984-10-26,0.0,0.11945551082462122,0.11622718721628188,0.11622718721628189,758400,0.0,0.0
1984-10-29,0.0,0.11945551082462122,0.11622718721628188,0.11622718721628189,614400,0.0,0.0
1984-10-30,0.0,0.1226846719125234,0.11622718721628188,0.11622718721628189,192000,0.0,0.0
1984-10-31,0.0,0.12268458575145345,0.11945542693138124,0.11945542693138123,297600,0.0,0.0
1984-11-01,0.0,0.11945551082462122,0.11622718721628188,0.11622718721628189,352000,0.0,0.0
1984-11-02,0.0,0.11945551082462122,0.11622718721628188,0.11622718721628189,1638400,0.0,0.0
1984-11-05,0.0,0.11622714322782952,0.1129988208413124,0.11299882084131241,534400,0.0,0.0
1984-11-06,0.0,0.11622714322782952,0.1129988208413124,0.11299882084131241,544000,0.0,0.0
1984-11-07,0.0,0.11622714322782952,0.1129988208413124,0.11299882084131241,76800,0.0,0.0
1984-11-08,0.0,0.11622714322782952,0.1129988208413124,0.11299882084131241,44800,0.0,0.0
1984-11-09,0.0,0.11622714322782952,0.1129988208413124,0.11299882084131241,896000,0.0,0.0
1984-11-12,0.0,0.11622714322782952,0.1129988208413124,0.11299882084131241,300800,0.0,0.0
1984-11-13,0.0,0.11622714322782952,0.1129988208413124,0.11299882084131241,464000,0.0,0.0
1984-11-14,0.0,0.11622714398491854,0.10977049916982651,0.10977049916982651,1523200,0.0,0.0
1984-11-15,0.0,0.11299882157737252,0.10977049916982651,0.10977049916982651,156800,0.0,0.0
1984-11-16,0.0,0.11299879388797063,0.10331299155950546,0.10331299155950546,579200,0.0,0.0
1984-11-19,0.0,0.11299879388797063,0.10331299155950546,0.10331299155950546,358400,0.0,0.0
1984-11-20,0.0,0.10654133691110973,0.10008469223976135,0.10008469223976135,179200,0.0,0.0
1984-11-21,0.0,0.10654133691110973,0.10008469223976135,0.10008469223976135,905600,0.0,0.0
1984-11-23,0.0,0.10654133691110973,0.10008469223976135,0.10008469223976135,25600,0.0,0.0
1984-11-26,0.0,0.10654131317597848,0.10331299155950546,0.10331299155950546,166400,0.0,0.0
1984-11-27,0.0,0.10977048000457801,0.10654132068157196,0.10654132068157196,147200,0.0,0.0
1984-11-28,0.0,0.10977048000457801,0.10654132068157196,0.10654132068157196,492800,0.0,0.0
1984-11-29,0.0,0.10977048000457801,0.10654132068157196,0.10654132068157196,262400,0.0,0.0
1984-11-30,0.0,0.10977048000457801,0.10654132068157196,0.10654132068157196,556800,0.0,0.0
1984-12-03,0.0,0.10977047227149761,0.10331299155950546,0.10331299155950546,380800,0.0,0.0
1984-12-04,0.0,0.10654133691110973,0.10008469223976135,0.10008469223976135,217600,0.0,0.0
1984-12-05,0.0,0.10654133691110973,0.10008469223976135,0.10008469223976135,102400,0.0,0.0
1984-12-06,0.0,0.10331303774684086,0.09685638546943665,0.09685638546943665,630400,0.0,0.0
1984-12-07,0.0,0.10008471468710721,0.09685638546943665,0.09685638546943665,86400,0.0,0.0
1984-12-10,0.0,0.10008471468710721,0.09685638546943665,0.09685638546943665,2099200,0.0,0.0
1984-12-11,0.0,0.10008471468710721,0.09685638546943665,0.09685638546943665,188800,0.0,0.0
1984-12-12,0.0,0.10008471468710721,0.09685638546943665,0.09685638546943665,393600,0.0,0.0
1984-12-13,0.0,0.10008471468710721,0.09685638546943665,0.09685638546943665,102400,0.0,0.0
1984-12-14,0.0,0.10008471468710721,0.09685638546943665,0.09685638546943665,89600,0.0,0.0
1984-12-17,0.0,0.10008471468710721,0.09685638546943665,0.09685638546943665,102400,0.0,0.0
1984-12-18,0.0,0.10008471468710721,0.09685638546943665,0.09685638546943665,214400,0.0,0.0
1984-12-19,0.0,0.10008471468710721,0.09685638546943665,0.09685638546943665,102400,0.0,0.0
1984-12-20,0.0,0.10008471468710721,0.09685638546943665,0.09685638546943665,121600,0.0,0.0
1984-12-21,0.0,0.10008471468710721,0.09685638546943665,0.09685638546943665,704000,0.0,0.0
1984-12-24,0.0,0.10008471468710721,0.09685638546943665,0.09685638546943665,921600,0.0,0.0
1984-12-26,0.0,0.10008471468710721,0.09685638546943665,0.09685638546943665,521600,0.0,0.0
1984-12-27,0.0,0.10331303774684086,0.09685638546943665,0.09685638546943665,947200,0.0,0.0
1984-12-28,0.0,0.10008471468710721,0.09685638546943665,0.09685638546943665,76800,0.0,0.0
1984-12-31,0.0,0.10331303774684086,0.09685638546943665,0.09685638546943665,457600,0.0,0.0
1985-01-02,0.0,0.10331301457543554,0.10008469223976135,0.10008469223976135,179200,0.0,0.0
1985-01-03,0.0,0.1097704967260166,0.10008469223976135,0.10008469223976135,227200,0.0,0.0
1985-01-04,0.0,0.1097704967260166,0.10008469223976135,0.10008469223976135,390400,0.0,0.0
1985-01-07,0.0,0.11299880184847895,0.10654132068157196,0.10654132068157196,2652800,0.0,0.0
1985-01-08,0.0,0.125912907092551,0.11945542693138124,0.11945542693138123,1190400,0.0,0.0
1985-01-09,0.0,0.125912907092551,0.11945542693138124,0.11945542693138123,403200,0.0,0.0
1985-01-10,0.0,0.12914128050768628,0.12268463522195816,0.12268463522195816,1062400,0.0,0.0
1985-01-11,0.0,0.13236960315055035,0.12268463522195816,0.12268463522195816,188800,0.0,0.0
1985-01-14,0.0,0.13236954730090755,0.12591290473937988,0.12591290473937988,131200,0.0,0.0
1985-01-15,0.0,0.13559880034849528,0.12914131581783295,0.12914131581783295,320000,0.0,0.0
1985-01-16,0.0,0.13236963934339344,0.12914131581783295,0.12914131581783295,134400,0.0,0.0
1985-01-17,0.0,0.13236963934339344,0.12914131581783295,0.12914131581783295,441600,0.0,0.0
1985-01-18,0.0,0.13559880034849528,0.12914131581783295,0.12914131581783295,556800,0.0,0.0
1985-01-21,0.0,0.13559880034849528,0.12914131581783295,0.12914131581783295,112000,0.0,0.0
1985-01-22,0.0,0.13559880034849528,0.12914131581783295,0.12914131581783295,441600,0.0,0.0
1985-01-23,0.0,0.13559880034849528,0.12914131581783295,0.12914131581783295,156800,0.0,0.0
1985-01-24,0.0,0.15174124262492045,0.1452837586402893,0.1452837586402893,1475200,0.0,0.0
1985-01-25,0.0,0.1581977899412538,0.1549694687128067,0.1549694687128067,1110400,0.0,0.0
1985-01-28,0.0,0.1581977899412538,0.1549694687128067,0.1549694687128067,908800,0.0,0.0
1985-01-29,0.0,0.16142694864864637,0.1549694687128067,0.1549694687128067,1660800,0.0,0.0
1985-01-30,0.0,0.16788360438975913,0.16142696142196655,0.16142696142196655,928000,0.0,0.0
1985-01-31,0.0,0.16788360438975913,0.16142696142196655,0.16142696142196655,656000,0.0,0.0
1985-02-01,0.0,0.16788360438975913,0.16142696142196655,0.16142696142196655,208000,0.0,0.0
1985-02-04,0.0,0.17756940690446651,0.17111192643642426,0.17111192643642426,966400,0.0,0.0
1985-02-05,0.0,0.19694025937856546,0.19371193647384644,0.19371193647384644,2320000,0.0,0.0
1985-02-06,0.0,0.2033977068151969,0.2001693844795227,0.2001693844795227,1280000,0.0,0.0
1985-02-07,0.0,0.20662603301017393,0.19694022834300995,0.19694022834300995,1113600,0.0,0.0
1985-02-08,0.0,0.22276846840180256,0.21954013407230377,0.21954013407230377,4268800,0.0,0.0
1985-02-11,0.0,0.22599761785437472,0.22276847064495087,0.22276847064495087,998400,0.0,0.0
1985-02-12,0.0,0.22276846609169873,0.21631179749965668,0.21631179749965668,1472000,0.0,0.0
1985-02-13,0.0,0.22276846609169873,0.21631179749965668,0.21631179749965668,611200,0.0,0.0
1985-02-14,0.0,0.21631175505669706,0.2130834460258484,0.2130834460258484,355200,0.0,0.0
1985-02-15,0.0,0.21631183729190623,0.20985437929630277,0.2098543792963028,304000,0.0,0.0
1985-02-19,0.0,0.2098543477429604,0.2033976912498474,0.2033976912498474,784000,0.0,0.0
1985-02-20,0.0,0.20662602915087108,0.2001693844795227,0.2001693844795227,473600,0.0,0.0
1985-02-21,0.0,0.20662602915087108,0.2001693844795227,0.2001693844795227,281600,0.0,0.0
1985-02-22,0.0,0.21308346383100307,0.20662598311901093,0.20662598311901093,809600,0.0,0.0
1985-02-25,0.0,0.20985431705135227,0.20662598311901093,0.20662598311901093,496000,0.0,0.0
1985-02-26,0.0,0.21308346383100307,0.20662598311901093,0.20662598311901093,672000,0.0,0.0
1985-02-27,0.0,0.21308346383100307,0.20662598311901093,0.20662598311901093,1955200,0.0,0.0
1985-02-28,0.0,0.22922592758464103,0.22276847064495087,0.22276847064495087,1049600,0.0,0.0
1985-03-01,0.0,0.23245428645565905,0.2259976416826248,0.22599764168262482,467200,0.0,0.0
1985-03-04,0.0,0.23245428645565905,0.2259976416826248,0.22599764168262482,556800,0.0,0.0
1985-03-05,0.0,0.23245428645565905,0.2259976416826248,0.22599764168262482,441600,0.0,0.0
